service,scenario,concurrency,request_no,status,bytes,latency_ms,error
spin,image-resize,10,98,200,22304,139.657700,
spin,image-resize,10,99,200,22304,132.507100,
spin,image-resize,10,100,200,22304,104.688000,
spin,image-resize,25,1,200,22304,147.961100,
spin,image-resize,25,2,200,22304,148.147600,
spin,image-resize,25,3,200,22304,146.332300,
spin,image-resize,25,4,200,22304,146.036600,
spin,image-resize,25,5,200,22304,152.496100,
spin,image-resize,25,6,200,22304,151.824100,
spin,image-resize,25,7,200,22304,156.183500,
spin,image-resize,25,8,200,22304,156.340300,
spin,image-resize,25,9,200,22304,164.565300,
spin,image-resize,25,10,200,22304,165.918300,
spin,image-resize,25,11,200,22304,163.331600,
spin,image-resize,25,12,200,22304,170.733600,
spin,image-resize,25,13,200,22304,167.386200,
spin,image-resize,25,14,200,22304,179.527000,
spin,image-resize,25,15,200,22304,185.164000,
spin,image-resize,25,16,200,22304,189.651000,
spin,image-resize,25,17,200,22304,256.216100,
spin,image-resize,25,18,200,22304,224.854300,
spin,image-resize,25,19,200,22304,295.666700,
spin,image-resize,25,20,200,22304,219.160700,
spin,image-resize,25,21,200,22304,220.232900,
spin,image-resize,25,22,200,22304,293.850900,
spin,image-resize,25,23,200,22304,184.026200,
spin,image-resize,25,24,200,22304,181.719600,
spin,image-resize,25,25,200,22304,345.720200,
spin,image-resize,25,26,200,22304,349.199700,
spin,image-resize,25,27,200,22304,214.044600,
spin,image-resize,25,28,200,22304,239.372700,
spin,image-resize,25,29,200,22304,225.980600,
spin,image-resize,25,30,200,22304,265.216700,
spin,image-resize,25,31,200,22304,261.380400,
spin,image-resize,25,32,200,22304,271.097200,
spin,image-resize,25,33,200,22304,332.373800,
spin,image-resize,25,34,200,22304,219.969700,
spin,image-resize,25,35,200,22304,330.725400,
spin,image-resize,25,36,200,22304,355.850500,
spin,image-resize,25,37,200,22304,354.897100,
spin,image-resize,25,38,200,22304,355.526500,
spin,image-resize,25,39,200,22304,355.397700,
spin,image-resize,25,40,200,22304,379.602000,
spin,image-resize,25,41,200,22304,254.024000,
spin,image-resize,25,42,200,22304,267.489000,
spin,image-resize,25,43,200,22304,390.022500,
spin,image-resize,25,44,200,22304,266.060400,
spin,image-resize,25,45,200,22304,265.187900,
spin,image-resize,25,46,200,22304,293.928900,
spin,image-resize,25,47,200,22304,451.132900,
spin,image-resize,25,48,200,22304,322.196500,
spin,image-resize,25,49,200,22304,263.769800,
spin,image-resize,25,50,200,22304,342.398600,
spin,image-resize,25,51,200,22304,322.377500,
spin,image-resize,25,52,200,22304,267.359600,
spin,image-resize,25,53,200,22304,339.361800,
spin,image-resize,25,54,200,22304,346.152400,
spin,image-resize,25,55,200,22304,300.830300,
spin,image-resize,25,56,200,22304,232.467300,
spin,image-resize,25,57,200,22304,376.207600,
spin,image-resize,25,58,200,22304,177.873700,
spin,image-resize,25,59,200,22304,346.741800,
spin,image-resize,25,60,200,22304,235.600200,
spin,image-resize,25,61,200,22304,242.894500,
spin,image-resize,25,62,200,22304,261.171800,
spin,image-resize,25,63,200,22304,245.464500,
spin,image-resize,25,64,200,22304,303.632200,
spin,image-resize,25,65,200,22304,318.659300,
spin,image-resize,25,66,200,22304,330.006000,
spin,image-resize,25,67,200,22304,226.987100,
spin,image-resize,25,68,200,22304,306.241900,
spin,image-resize,25,69,200,22304,285.408900,
spin,image-resize,25,70,200,22304,336.320500,
